areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
nhsRegion,London,E40000003,2022-06-20,146,124087
nhsRegion,London,E40000003,2022-06-19,126,123941
nhsRegion,London,E40000003,2022-06-18,105,123815
nhsRegion,London,E40000003,2022-06-17,107,123710
nhsRegion,London,E40000003,2022-06-16,115,123603
nhsRegion,London,E40000003,2022-06-15,130,123488
nhsRegion,London,E40000003,2022-06-14,107,123358
nhsRegion,London,E40000003,2022-06-13,114,123251
nhsRegion,London,E40000003,2022-06-12,88,123137
nhsRegion,London,E40000003,2022-06-11,83,123049
nhsRegion,London,E40000003,2022-06-10,93,122966
nhsRegion,London,E40000003,2022-06-09,76,122873
nhsRegion,London,E40000003,2022-06-08,93,122797
nhsRegion,London,E40000003,2022-06-07,86,122704
nhsRegion,London,E40000003,2022-06-06,98,122618
nhsRegion,London,E40000003,2022-06-05,71,122520
nhsRegion,London,E40000003,2022-06-04,73,122449
nhsRegion,London,E40000003,2022-06-03,58,122376
nhsRegion,London,E40000003,2022-06-02,52,122318
nhsRegion,London,E40000003,2022-06-01,69,122266
nhsRegion,London,E40000003,2022-05-31,52,122197
nhsRegion,London,E40000003,2022-05-30,82,122145
nhsRegion,London,E40000003,2022-05-29,63,122063
nhsRegion,London,E40000003,2022-05-28,50,122000
nhsRegion,London,E40000003,2022-05-27,77,121950
nhsRegion,London,E40000003,2022-05-26,61,121873
nhsRegion,London,E40000003,2022-05-25,83,121812
nhsRegion,London,E40000003,2022-05-24,65,121729
nhsRegion,London,E40000003,2022-05-23,77,121664
nhsRegion,London,E40000003,2022-05-22,81,121587
nhsRegion,London,E40000003,2022-05-21,53,121506
nhsRegion,London,E40000003,2022-05-20,66,121453
nhsRegion,London,E40000003,2022-05-19,61,121387
nhsRegion,London,E40000003,2022-05-18,67,121326
nhsRegion,London,E40000003,2022-05-17,70,121259
nhsRegion,London,E40000003,2022-05-16,62,121189
nhsRegion,London,E40000003,2022-05-15,78,121127
nhsRegion,London,E40000003,2022-05-14,73,121049
nhsRegion,London,E40000003,2022-05-13,66,120976
nhsRegion,London,E40000003,2022-05-12,86,120910
nhsRegion,London,E40000003,2022-05-11,96,120824
nhsRegion,London,E40000003,2022-05-10,86,120728
nhsRegion,London,E40000003,2022-05-09,82,120642
nhsRegion,London,E40000003,2022-05-08,69,120560
nhsRegion,London,E40000003,2022-05-07,65,120491
nhsRegion,London,E40000003,2022-05-06,92,120426
nhsRegion,London,E40000003,2022-05-05,85,120334
nhsRegion,London,E40000003,2022-05-04,93,120249
nhsRegion,London,E40000003,2022-05-03,92,120156
nhsRegion,London,E40000003,2022-05-02,95,120064
nhsRegion,London,E40000003,2022-05-01,92,119969
nhsRegion,London,E40000003,2022-04-30,77,119877
nhsRegion,London,E40000003,2022-04-29,99,119800
nhsRegion,London,E40000003,2022-04-28,111,119701
nhsRegion,London,E40000003,2022-04-27,116,119590
nhsRegion,London,E40000003,2022-04-26,119,119474
nhsRegion,London,E40000003,2022-04-25,137,119355
nhsRegion,London,E40000003,2022-04-24,136,119218
nhsRegion,London,E40000003,2022-04-23,105,119082
nhsRegion,London,E40000003,2022-04-22,121,118977
nhsRegion,London,E40000003,2022-04-21,116,118856
nhsRegion,London,E40000003,2022-04-20,132,118740
nhsRegion,London,E40000003,2022-04-19,145,118608
nhsRegion,London,E40000003,2022-04-18,173,118463
nhsRegion,London,E40000003,2022-04-17,112,118290
nhsRegion,London,E40000003,2022-04-16,130,118178
nhsRegion,London,E40000003,2022-04-15,134,118048
nhsRegion,London,E40000003,2022-04-14,162,117914
nhsRegion,London,E40000003,2022-04-13,186,117752
nhsRegion,London,E40000003,2022-04-12,217,117566
nhsRegion,London,E40000003,2022-04-11,198,117349
nhsRegion,London,E40000003,2022-04-10,164,117151
nhsRegion,London,E40000003,2022-04-09,172,116987
nhsRegion,London,E40000003,2022-04-08,184,116815
nhsRegion,London,E40000003,2022-04-07,216,116631
nhsRegion,London,E40000003,2022-04-06,218,116415
nhsRegion,London,E40000003,2022-04-05,257,116197
nhsRegion,London,E40000003,2022-04-04,220,115940
nhsRegion,London,E40000003,2022-04-03,234,115720
nhsRegion,London,E40000003,2022-04-02,209,115486
nhsRegion,London,E40000003,2022-04-01,187,115277
nhsRegion,London,E40000003,2022-03-31,246,115090
nhsRegion,London,E40000003,2022-03-30,231,114844
nhsRegion,London,E40000003,2022-03-29,264,114613
nhsRegion,London,E40000003,2022-03-28,263,114349
nhsRegion,London,E40000003,2022-03-27,219,114086
nhsRegion,London,E40000003,2022-03-26,202,113867
nhsRegion,London,E40000003,2022-03-25,181,113665
nhsRegion,London,E40000003,2022-03-24,203,113484
nhsRegion,London,E40000003,2022-03-23,211,113281
nhsRegion,London,E40000003,2022-03-22,213,113070
nhsRegion,London,E40000003,2022-03-21,217,112857
nhsRegion,London,E40000003,2022-03-20,184,112640
nhsRegion,London,E40000003,2022-03-19,211,112456
nhsRegion,London,E40000003,2022-03-18,170,112245
nhsRegion,London,E40000003,2022-03-17,201,112075
nhsRegion,London,E40000003,2022-03-16,206,111874
nhsRegion,London,E40000003,2022-03-15,199,111668
nhsRegion,London,E40000003,2022-03-14,193,111469
nhsRegion,London,E40000003,2022-03-13,168,111276
nhsRegion,London,E40000003,2022-03-12,166,111108
nhsRegion,London,E40000003,2022-03-11,196,110942
nhsRegion,London,E40000003,2022-03-10,177,110746
nhsRegion,London,E40000003,2022-03-09,201,110569
nhsRegion,London,E40000003,2022-03-08,143,110368
nhsRegion,London,E40000003,2022-03-07,159,110225
nhsRegion,London,E40000003,2022-03-06,165,110066
nhsRegion,London,E40000003,2022-03-05,133,109901
nhsRegion,London,E40000003,2022-03-04,129,109768
nhsRegion,London,E40000003,2022-03-03,135,109639
nhsRegion,London,E40000003,2022-03-02,153,109504
nhsRegion,London,E40000003,2022-03-01,137,109351
nhsRegion,London,E40000003,2022-02-28,134,109214
nhsRegion,London,E40000003,2022-02-27,112,109080
nhsRegion,London,E40000003,2022-02-26,92,108968
nhsRegion,London,E40000003,2022-02-25,104,108876
nhsRegion,London,E40000003,2022-02-24,116,108772
nhsRegion,London,E40000003,2022-02-23,106,108656
nhsRegion,London,E40000003,2022-02-22,125,108550
nhsRegion,London,E40000003,2022-02-21,114,108425
nhsRegion,London,E40000003,2022-02-20,111,108311
nhsRegion,London,E40000003,2022-02-19,106,108200
nhsRegion,London,E40000003,2022-02-18,129,108094
nhsRegion,London,E40000003,2022-02-17,149,107965
nhsRegion,London,E40000003,2022-02-16,144,107816
nhsRegion,London,E40000003,2022-02-15,137,107672
nhsRegion,London,E40000003,2022-02-14,160,107535
nhsRegion,London,E40000003,2022-02-13,132,107375
nhsRegion,London,E40000003,2022-02-12,139,107243
nhsRegion,London,E40000003,2022-02-11,161,107104
nhsRegion,London,E40000003,2022-02-10,154,106943
nhsRegion,London,E40000003,2022-02-09,163,106789
nhsRegion,London,E40000003,2022-02-08,178,106626
nhsRegion,London,E40000003,2022-02-07,186,106448
nhsRegion,London,E40000003,2022-02-06,175,106262
nhsRegion,London,E40000003,2022-02-05,158,106087
nhsRegion,London,E40000003,2022-02-04,175,105929
nhsRegion,London,E40000003,2022-02-03,195,105754
nhsRegion,London,E40000003,2022-02-02,218,105559
nhsRegion,London,E40000003,2022-02-01,199,105341
nhsRegion,London,E40000003,2022-01-31,185,105142
nhsRegion,London,E40000003,2022-01-30,175,104957
nhsRegion,London,E40000003,2022-01-29,176,104782
nhsRegion,London,E40000003,2022-01-28,185,104606
nhsRegion,London,E40000003,2022-01-27,188,104421
nhsRegion,London,E40000003,2022-01-26,226,104233
nhsRegion,London,E40000003,2022-01-25,213,104007
nhsRegion,London,E40000003,2022-01-24,231,103794
nhsRegion,London,E40000003,2022-01-23,230,103563
nhsRegion,London,E40000003,2022-01-22,183,103333
nhsRegion,London,E40000003,2022-01-21,210,103150
nhsRegion,London,E40000003,2022-01-20,224,102940
nhsRegion,London,E40000003,2022-01-19,285,102716
nhsRegion,London,E40000003,2022-01-18,301,102431
nhsRegion,London,E40000003,2022-01-17,235,102130
nhsRegion,London,E40000003,2022-01-16,304,101895
nhsRegion,London,E40000003,2022-01-15,253,101591
nhsRegion,London,E40000003,2022-01-14,276,101338
nhsRegion,London,E40000003,2022-01-13,304,101062
nhsRegion,London,E40000003,2022-01-12,306,100758
nhsRegion,London,E40000003,2022-01-11,314,100452
nhsRegion,London,E40000003,2022-01-10,335,100138
nhsRegion,London,E40000003,2022-01-09,277,99803
nhsRegion,London,E40000003,2022-01-08,307,99526
nhsRegion,London,E40000003,2022-01-07,312,99219
nhsRegion,London,E40000003,2022-01-06,310,98907
nhsRegion,London,E40000003,2022-01-05,366,98597
nhsRegion,London,E40000003,2022-01-04,367,98231
nhsRegion,London,E40000003,2022-01-03,401,97864
nhsRegion,London,E40000003,2022-01-02,347,97463
nhsRegion,London,E40000003,2022-01-01,314,97116
nhsRegion,London,E40000003,2021-12-31,319,96802
nhsRegion,London,E40000003,2021-12-30,450,96483
nhsRegion,London,E40000003,2021-12-29,511,96033
nhsRegion,London,E40000003,2021-12-28,456,95522
nhsRegion,London,E40000003,2021-12-27,437,95066
nhsRegion,London,E40000003,2021-12-26,374,94629
nhsRegion,London,E40000003,2021-12-25,364,94255
nhsRegion,London,E40000003,2021-12-24,278,93891
nhsRegion,London,E40000003,2021-12-23,390,93613
nhsRegion,London,E40000003,2021-12-22,386,93223
nhsRegion,London,E40000003,2021-12-21,307,92837
nhsRegion,London,E40000003,2021-12-20,301,92530
nhsRegion,London,E40000003,2021-12-19,245,92229
nhsRegion,London,E40000003,2021-12-18,210,91984
nhsRegion,London,E40000003,2021-12-17,220,91774
nhsRegion,London,E40000003,2021-12-16,193,91554
nhsRegion,London,E40000003,2021-12-15,201,91361
nhsRegion,London,E40000003,2021-12-14,199,91160
nhsRegion,London,E40000003,2021-12-13,169,90961
nhsRegion,London,E40000003,2021-12-12,157,90792
nhsRegion,London,E40000003,2021-12-11,166,90635
nhsRegion,London,E40000003,2021-12-10,162,90469
nhsRegion,London,E40000003,2021-12-09,142,90307
nhsRegion,London,E40000003,2021-12-08,132,90165
nhsRegion,London,E40000003,2021-12-07,148,90033
nhsRegion,London,E40000003,2021-12-06,111,89885
nhsRegion,London,E40000003,2021-12-05,120,89774
nhsRegion,London,E40000003,2021-12-04,116,89654
nhsRegion,London,E40000003,2021-12-03,114,89538
nhsRegion,London,E40000003,2021-12-02,100,89424
nhsRegion,London,E40000003,2021-12-01,114,89324
nhsRegion,London,E40000003,2021-11-30,105,89210
nhsRegion,London,E40000003,2021-11-29,101,89105
nhsRegion,London,E40000003,2021-11-28,106,89004
nhsRegion,London,E40000003,2021-11-27,94,88898
nhsRegion,London,E40000003,2021-11-26,106,88804
nhsRegion,London,E40000003,2021-11-25,90,88698
nhsRegion,London,E40000003,2021-11-24,108,88608
nhsRegion,London,E40000003,2021-11-23,81,88500
nhsRegion,London,E40000003,2021-11-22,73,88419
nhsRegion,London,E40000003,2021-11-21,86,88346
nhsRegion,London,E40000003,2021-11-20,86,88260
nhsRegion,London,E40000003,2021-11-19,76,88174
nhsRegion,London,E40000003,2021-11-18,104,88098
nhsRegion,London,E40000003,2021-11-17,96,87994
nhsRegion,London,E40000003,2021-11-16,92,87898
nhsRegion,London,E40000003,2021-11-15,115,87806
nhsRegion,London,E40000003,2021-11-14,105,87691
nhsRegion,London,E40000003,2021-11-13,83,87586
nhsRegion,London,E40000003,2021-11-12,90,87503
nhsRegion,London,E40000003,2021-11-11,106,87413
nhsRegion,London,E40000003,2021-11-10,99,87307
nhsRegion,London,E40000003,2021-11-09,96,87208
nhsRegion,London,E40000003,2021-11-08,121,87112
nhsRegion,London,E40000003,2021-11-07,90,86991
nhsRegion,London,E40000003,2021-11-06,89,86901
nhsRegion,London,E40000003,2021-11-05,82,86812
nhsRegion,London,E40000003,2021-11-04,81,86730
nhsRegion,London,E40000003,2021-11-03,82,86649
nhsRegion,London,E40000003,2021-11-02,100,86567
nhsRegion,London,E40000003,2021-11-01,108,86467
nhsRegion,London,E40000003,2021-10-31,103,86359
nhsRegion,London,E40000003,2021-10-30,80,86256
nhsRegion,London,E40000003,2021-10-29,92,86176
nhsRegion,London,E40000003,2021-10-28,88,86084
nhsRegion,London,E40000003,2021-10-27,98,85996
nhsRegion,London,E40000003,2021-10-26,107,85898
nhsRegion,London,E40000003,2021-10-25,98,85791
nhsRegion,London,E40000003,2021-10-24,96,85693
nhsRegion,London,E40000003,2021-10-23,93,85597
nhsRegion,London,E40000003,2021-10-22,109,85504
nhsRegion,London,E40000003,2021-10-21,71,85395
nhsRegion,London,E40000003,2021-10-20,101,85324
nhsRegion,London,E40000003,2021-10-19,105,85223
nhsRegion,London,E40000003,2021-10-18,94,85118
nhsRegion,London,E40000003,2021-10-17,106,85024
nhsRegion,London,E40000003,2021-10-16,100,84918
nhsRegion,London,E40000003,2021-10-15,99,84818
nhsRegion,London,E40000003,2021-10-14,105,84719
nhsRegion,London,E40000003,2021-10-13,97,84614
nhsRegion,London,E40000003,2021-10-12,93,84517
nhsRegion,London,E40000003,2021-10-11,75,84424
nhsRegion,London,E40000003,2021-10-10,58,84349
nhsRegion,London,E40000003,2021-10-09,67,84291
nhsRegion,London,E40000003,2021-10-08,78,84224
nhsRegion,London,E40000003,2021-10-07,84,84146
nhsRegion,London,E40000003,2021-10-06,76,84062
nhsRegion,London,E40000003,2021-10-05,74,83986
nhsRegion,London,E40000003,2021-10-04,87,83912
nhsRegion,London,E40000003,2021-10-03,57,83825
nhsRegion,London,E40000003,2021-10-02,82,83768
nhsRegion,London,E40000003,2021-10-01,70,83686
nhsRegion,London,E40000003,2021-09-30,66,83616
nhsRegion,London,E40000003,2021-09-29,81,83550
nhsRegion,London,E40000003,2021-09-28,73,83469
nhsRegion,London,E40000003,2021-09-27,86,83396
nhsRegion,London,E40000003,2021-09-26,72,83310
nhsRegion,London,E40000003,2021-09-25,81,83238
nhsRegion,London,E40000003,2021-09-24,87,83157
nhsRegion,London,E40000003,2021-09-23,88,83070
nhsRegion,London,E40000003,2021-09-22,80,82982
nhsRegion,London,E40000003,2021-09-21,86,82902
nhsRegion,London,E40000003,2021-09-20,97,82816
nhsRegion,London,E40000003,2021-09-19,70,82719
nhsRegion,London,E40000003,2021-09-18,78,82649
nhsRegion,London,E40000003,2021-09-17,76,82571
nhsRegion,London,E40000003,2021-09-16,103,82495
nhsRegion,London,E40000003,2021-09-15,89,82392
nhsRegion,London,E40000003,2021-09-14,90,82303
nhsRegion,London,E40000003,2021-09-13,98,82213
nhsRegion,London,E40000003,2021-09-12,91,82115
nhsRegion,London,E40000003,2021-09-11,109,82024
nhsRegion,London,E40000003,2021-09-10,101,81915
nhsRegion,London,E40000003,2021-09-09,114,81814
nhsRegion,London,E40000003,2021-09-08,133,81700
nhsRegion,London,E40000003,2021-09-07,123,81567
nhsRegion,London,E40000003,2021-09-06,142,81444
nhsRegion,London,E40000003,2021-09-05,100,81302
nhsRegion,London,E40000003,2021-09-04,88,81202
nhsRegion,London,E40000003,2021-09-03,102,81114
nhsRegion,London,E40000003,2021-09-02,122,81012
nhsRegion,London,E40000003,2021-09-01,124,80890
nhsRegion,London,E40000003,2021-08-31,141,80766
nhsRegion,London,E40000003,2021-08-30,146,80625
nhsRegion,London,E40000003,2021-08-29,118,80479
nhsRegion,London,E40000003,2021-08-28,116,80361
nhsRegion,London,E40000003,2021-08-27,112,80245
nhsRegion,London,E40000003,2021-08-26,115,80133
nhsRegion,London,E40000003,2021-08-25,139,80018
nhsRegion,London,E40000003,2021-08-24,165,79879
nhsRegion,London,E40000003,2021-08-23,147,79714
nhsRegion,London,E40000003,2021-08-22,134,79567
nhsRegion,London,E40000003,2021-08-21,124,79433
nhsRegion,London,E40000003,2021-08-20,120,79309
nhsRegion,London,E40000003,2021-08-19,140,79189
nhsRegion,London,E40000003,2021-08-18,146,79049
nhsRegion,London,E40000003,2021-08-17,111,78903
nhsRegion,London,E40000003,2021-08-16,126,78792
nhsRegion,London,E40000003,2021-08-15,89,78666
nhsRegion,London,E40000003,2021-08-14,129,78577
nhsRegion,London,E40000003,2021-08-13,118,78448
nhsRegion,London,E40000003,2021-08-12,134,78330
nhsRegion,London,E40000003,2021-08-11,121,78196
nhsRegion,London,E40000003,2021-08-10,99,78075
nhsRegion,London,E40000003,2021-08-09,92,77976
nhsRegion,London,E40000003,2021-08-08,112,77884
nhsRegion,London,E40000003,2021-08-07,102,77772
nhsRegion,London,E40000003,2021-08-06,114,77670
nhsRegion,London,E40000003,2021-08-05,131,77556
nhsRegion,London,E40000003,2021-08-04,113,77425
nhsRegion,London,E40000003,2021-08-03,120,77312
nhsRegion,London,E40000003,2021-08-02,99,77192
nhsRegion,London,E40000003,2021-08-01,123,77093
nhsRegion,London,E40000003,2021-07-31,124,76970
nhsRegion,London,E40000003,2021-07-30,126,76846
nhsRegion,London,E40000003,2021-07-29,129,76720
nhsRegion,London,E40000003,2021-07-28,106,76591
nhsRegion,London,E40000003,2021-07-27,132,76485
nhsRegion,London,E40000003,2021-07-26,162,76353
nhsRegion,London,E40000003,2021-07-25,130,76191
nhsRegion,London,E40000003,2021-07-24,134,76061
nhsRegion,London,E40000003,2021-07-23,104,75927
nhsRegion,London,E40000003,2021-07-22,141,75823
nhsRegion,London,E40000003,2021-07-21,126,75682
nhsRegion,London,E40000003,2021-07-20,122,75556
nhsRegion,London,E40000003,2021-07-19,117,75434
nhsRegion,London,E40000003,2021-07-18,101,75317
nhsRegion,London,E40000003,2021-07-17,100,75216
nhsRegion,London,E40000003,2021-07-16,85,75116
nhsRegion,London,E40000003,2021-07-15,83,75031
nhsRegion,London,E40000003,2021-07-14,86,74948
nhsRegion,London,E40000003,2021-07-13,88,74862
nhsRegion,London,E40000003,2021-07-12,96,74774
nhsRegion,London,E40000003,2021-07-11,66,74678
nhsRegion,London,E40000003,2021-07-10,64,74612
nhsRegion,London,E40000003,2021-07-09,68,74548
nhsRegion,London,E40000003,2021-07-08,79,74480
nhsRegion,London,E40000003,2021-07-07,62,74401
nhsRegion,London,E40000003,2021-07-06,52,74339
nhsRegion,London,E40000003,2021-07-05,55,74287
nhsRegion,London,E40000003,2021-07-04,54,74232
nhsRegion,London,E40000003,2021-07-03,42,74178
nhsRegion,London,E40000003,2021-07-02,32,74136
nhsRegion,London,E40000003,2021-07-01,30,74104
nhsRegion,London,E40000003,2021-06-30,51,74074
nhsRegion,London,E40000003,2021-06-29,51,74023
nhsRegion,London,E40000003,2021-06-28,31,73972
nhsRegion,London,E40000003,2021-06-27,38,73941
nhsRegion,London,E40000003,2021-06-26,35,73903
nhsRegion,London,E40000003,2021-06-25,26,73868
nhsRegion,London,E40000003,2021-06-24,22,73842
nhsRegion,London,E40000003,2021-06-23,29,73820
nhsRegion,London,E40000003,2021-06-22,26,73791
nhsRegion,London,E40000003,2021-06-21,19,73765
nhsRegion,London,E40000003,2021-06-20,32,73746
nhsRegion,London,E40000003,2021-06-19,31,73714
nhsRegion,London,E40000003,2021-06-18,26,73683
nhsRegion,London,E40000003,2021-06-17,31,73657
nhsRegion,London,E40000003,2021-06-16,25,73626
nhsRegion,London,E40000003,2021-06-15,37,73601
nhsRegion,London,E40000003,2021-06-14,33,73564
nhsRegion,London,E40000003,2021-06-13,34,73531
nhsRegion,London,E40000003,2021-06-12,27,73497
nhsRegion,London,E40000003,2021-06-11,28,73470
nhsRegion,London,E40000003,2021-06-10,29,73442
nhsRegion,London,E40000003,2021-06-09,33,73413
nhsRegion,London,E40000003,2021-06-08,20,73380
nhsRegion,London,E40000003,2021-06-07,17,73360
nhsRegion,London,E40000003,2021-06-06,27,73343
nhsRegion,London,E40000003,2021-06-05,16,73316
nhsRegion,London,E40000003,2021-06-04,16,73300
nhsRegion,London,E40000003,2021-06-03,20,73284
nhsRegion,London,E40000003,2021-06-02,19,73264
nhsRegion,London,E40000003,2021-06-01,29,73245
nhsRegion,London,E40000003,2021-05-31,20,73216
nhsRegion,London,E40000003,2021-05-30,18,73196
nhsRegion,London,E40000003,2021-05-29,17,73178
nhsRegion,London,E40000003,2021-05-28,19,73161
nhsRegion,London,E40000003,2021-05-27,17,73142
nhsRegion,London,E40000003,2021-05-26,19,73125
nhsRegion,London,E40000003,2021-05-25,16,73106
nhsRegion,London,E40000003,2021-05-24,17,73090
nhsRegion,London,E40000003,2021-05-23,13,73073
nhsRegion,London,E40000003,2021-05-22,14,73060
nhsRegion,London,E40000003,2021-05-21,13,73046
nhsRegion,London,E40000003,2021-05-20,24,73033
nhsRegion,London,E40000003,2021-05-19,14,73009
nhsRegion,London,E40000003,2021-05-18,19,72995
nhsRegion,London,E40000003,2021-05-17,19,72976
nhsRegion,London,E40000003,2021-05-16,11,72957
nhsRegion,London,E40000003,2021-05-15,11,72946
nhsRegion,London,E40000003,2021-05-14,12,72935
nhsRegion,London,E40000003,2021-05-13,15,72923
nhsRegion,London,E40000003,2021-05-12,12,72908
nhsRegion,London,E40000003,2021-05-11,17,72896
nhsRegion,London,E40000003,2021-05-10,17,72879
nhsRegion,London,E40000003,2021-05-09,16,72862
nhsRegion,London,E40000003,2021-05-08,10,72846
nhsRegion,London,E40000003,2021-05-07,15,72836
nhsRegion,London,E40000003,2021-05-06,13,72821
nhsRegion,London,E40000003,2021-05-05,17,72808
nhsRegion,London,E40000003,2021-05-04,6,72791
nhsRegion,London,E40000003,2021-05-03,11,72785
nhsRegion,London,E40000003,2021-05-02,11,72774
nhsRegion,London,E40000003,2021-05-01,12,72763
nhsRegion,London,E40000003,2021-04-30,11,72751
nhsRegion,London,E40000003,2021-04-29,15,72740
nhsRegion,London,E40000003,2021-04-28,14,72725
nhsRegion,London,E40000003,2021-04-27,21,72711
nhsRegion,London,E40000003,2021-04-26,13,72690
nhsRegion,London,E40000003,2021-04-25,17,72677
nhsRegion,London,E40000003,2021-04-24,15,72660
nhsRegion,London,E40000003,2021-04-23,22,72645
nhsRegion,London,E40000003,2021-04-22,14,72623
nhsRegion,London,E40000003,2021-04-21,18,72609
nhsRegion,London,E40000003,2021-04-20,15,72591
nhsRegion,London,E40000003,2021-04-19,18,72576
nhsRegion,London,E40000003,2021-04-18,17,72558
nhsRegion,London,E40000003,2021-04-17,9,72541
nhsRegion,London,E40000003,2021-04-16,14,72532
nhsRegion,London,E40000003,2021-04-15,14,72518
nhsRegion,London,E40000003,2021-04-14,21,72504
nhsRegion,London,E40000003,2021-04-13,20,72483
nhsRegion,London,E40000003,2021-04-12,26,72463
nhsRegion,London,E40000003,2021-04-11,28,72437
nhsRegion,London,E40000003,2021-04-10,25,72409
nhsRegion,London,E40000003,2021-04-09,21,72384
nhsRegion,London,E40000003,2021-04-08,27,72363
nhsRegion,London,E40000003,2021-04-07,26,72336
nhsRegion,London,E40000003,2021-04-06,22,72310
nhsRegion,London,E40000003,2021-04-05,23,72288
nhsRegion,London,E40000003,2021-04-04,23,72265
nhsRegion,London,E40000003,2021-04-03,25,72242
nhsRegion,London,E40000003,2021-04-02,27,72217
nhsRegion,London,E40000003,2021-04-01,25,72190
nhsRegion,London,E40000003,2021-03-31,30,72165
nhsRegion,London,E40000003,2021-03-30,29,72135
nhsRegion,London,E40000003,2021-03-29,23,72106
nhsRegion,London,E40000003,2021-03-28,32,72083
nhsRegion,London,E40000003,2021-03-27,29,72051
nhsRegion,London,E40000003,2021-03-26,26,72022
nhsRegion,London,E40000003,2021-03-25,33,71996
nhsRegion,London,E40000003,2021-03-24,27,71963
nhsRegion,London,E40000003,2021-03-23,33,71936
nhsRegion,London,E40000003,2021-03-22,31,71903
nhsRegion,London,E40000003,2021-03-21,28,71872
nhsRegion,London,E40000003,2021-03-20,31,71844
nhsRegion,London,E40000003,2021-03-19,42,71813
nhsRegion,London,E40000003,2021-03-18,33,71771
nhsRegion,London,E40000003,2021-03-17,27,71738
nhsRegion,London,E40000003,2021-03-16,45,71711
nhsRegion,London,E40000003,2021-03-15,40,71666
nhsRegion,London,E40000003,2021-03-14,41,71626
nhsRegion,London,E40000003,2021-03-13,48,71585
nhsRegion,London,E40000003,2021-03-12,39,71537
nhsRegion,London,E40000003,2021-03-11,47,71498
nhsRegion,London,E40000003,2021-03-10,52,71451
nhsRegion,London,E40000003,2021-03-09,67,71399
nhsRegion,London,E40000003,2021-03-08,56,71332
nhsRegion,London,E40000003,2021-03-07,58,71276
nhsRegion,London,E40000003,2021-03-06,49,71218
nhsRegion,London,E40000003,2021-03-05,62,71169
nhsRegion,London,E40000003,2021-03-04,88,71107
nhsRegion,London,E40000003,2021-03-03,67,71019
nhsRegion,London,E40000003,2021-03-02,95,70952
nhsRegion,London,E40000003,2021-03-01,89,70857
nhsRegion,London,E40000003,2021-02-28,97,70768
nhsRegion,London,E40000003,2021-02-27,64,70671
nhsRegion,London,E40000003,2021-02-26,72,70607
nhsRegion,London,E40000003,2021-02-25,110,70535
nhsRegion,London,E40000003,2021-02-24,105,70425
nhsRegion,London,E40000003,2021-02-23,103,70320
nhsRegion,London,E40000003,2021-02-22,129,70217
nhsRegion,London,E40000003,2021-02-21,127,70088
nhsRegion,London,E40000003,2021-02-20,110,69961
nhsRegion,London,E40000003,2021-02-19,150,69851
nhsRegion,London,E40000003,2021-02-18,142,69701
nhsRegion,London,E40000003,2021-02-17,150,69559
nhsRegion,London,E40000003,2021-02-16,166,69409
nhsRegion,London,E40000003,2021-02-15,179,69243
nhsRegion,London,E40000003,2021-02-14,196,69064
nhsRegion,London,E40000003,2021-02-13,175,68868
nhsRegion,London,E40000003,2021-02-12,190,68693
nhsRegion,London,E40000003,2021-02-11,217,68503
nhsRegion,London,E40000003,2021-02-10,243,68286
nhsRegion,London,E40000003,2021-02-09,232,68043
nhsRegion,London,E40000003,2021-02-08,287,67811
nhsRegion,London,E40000003,2021-02-07,302,67524
nhsRegion,London,E40000003,2021-02-06,236,67222
nhsRegion,London,E40000003,2021-02-05,292,66986
nhsRegion,London,E40000003,2021-02-04,329,66694
nhsRegion,London,E40000003,2021-02-03,349,66365
nhsRegion,London,E40000003,2021-02-02,357,66016
nhsRegion,London,E40000003,2021-02-01,421,65659
nhsRegion,London,E40000003,2021-01-31,394,65238
nhsRegion,London,E40000003,2021-01-30,370,64844
nhsRegion,London,E40000003,2021-01-29,423,64474
nhsRegion,London,E40000003,2021-01-28,473,64051
nhsRegion,London,E40000003,2021-01-27,485,63578
nhsRegion,London,E40000003,2021-01-26,472,63093
nhsRegion,London,E40000003,2021-01-25,478,62621
nhsRegion,London,E40000003,2021-01-24,544,62143
nhsRegion,London,E40000003,2021-01-23,520,61599
nhsRegion,London,E40000003,2021-01-22,580,61079
nhsRegion,London,E40000003,2021-01-21,598,60499
nhsRegion,London,E40000003,2021-01-20,660,59901
nhsRegion,London,E40000003,2021-01-19,742,59241
nhsRegion,London,E40000003,2021-01-18,704,58499
nhsRegion,London,E40000003,2021-01-17,652,57795
nhsRegion,London,E40000003,2021-01-16,758,57143
nhsRegion,London,E40000003,2021-01-15,670,56385
nhsRegion,London,E40000003,2021-01-14,763,55715
nhsRegion,London,E40000003,2021-01-13,804,54952
nhsRegion,London,E40000003,2021-01-12,875,54148
nhsRegion,London,E40000003,2021-01-11,795,53273
nhsRegion,London,E40000003,2021-01-10,734,52478
nhsRegion,London,E40000003,2021-01-09,832,51744
nhsRegion,London,E40000003,2021-01-08,813,50912
nhsRegion,London,E40000003,2021-01-07,820,50099
nhsRegion,London,E40000003,2021-01-06,977,49279
nhsRegion,London,E40000003,2021-01-05,913,48302
nhsRegion,London,E40000003,2021-01-04,830,47389
nhsRegion,London,E40000003,2021-01-03,865,46559
nhsRegion,London,E40000003,2021-01-02,828,45694
nhsRegion,London,E40000003,2021-01-01,796,44866
nhsRegion,London,E40000003,2020-12-31,708,44070
